,user_name,date,text,hashtags,Date,Time
521,𝕯𝖔𝖒𝖎𝖓𝖎𝖈👑,2022-10-12 01:58:22+00:00,"This is it Pancit! Lavarn #TeamMarinaSummers Gooo for Crown!👑 @marinaxsummers
#DragRacePH 
#DragRacePhilippines https://t.co/hs7Wd9ZOnS","['TeamMarinaSummers', 'DragRacePH', 'DragRacePhilippines']",2022-10-12,01:58:22
522,ja,2022-10-12 01:55:21+00:00,"IT’S SUMMERTIME ☀️👑 @marinaxsummers 

#TeamMarina  #TeamMarinaSummers https://t.co/57iyznYWiX","['TeamMarina', 'TeamMarinaSummers']",2022-10-12,01:55:21
523,Alam mo yan Marina!,2022-10-12 01:52:06+00:00,DRPH FINALE DAY #TeamPreciousPaulaNicole #TeamMarinaSummers,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers']",2022-10-12,01:52:06
524,🌻,2022-10-12 01:48:22+00:00,Today is the day!!!!!!!!!  #TeamMarinaSummers https://t.co/oYhw6ivhNX,['TeamMarinaSummers'],2022-10-12,01:48:22
525,rose-colored gay,2022-10-12 01:42:50+00:00,SO EXCITED FOR MARINA SUMMERS TO FINALLY CLAIM HER CROWN TONIGHT😭😭😭 #TeamMarinaSummers #DragRacePH,"['TeamMarinaSummers', 'DragRacePH']",2022-10-12,01:42:50
526,"iggy-chan, the sad bitch",2022-10-12 01:42:11+00:00,MANIFESTING A @marinaxsummers WIN TONIGHT!! BADDEST BITCH IN THE GAME INDEED #DragRacePH #TeamMarinaSummers,"['DragRacePH', 'TeamMarinaSummers']",2022-10-12,01:42:11
527,✩,2022-10-12 01:42:06+00:00,@marinaxsummers I LOVE YOU SO MUCH 😭😭😭😭 I DONT WANT THIS SEASON TO END 🥹 #TeamMarina #TeamMarinaSummers,"['TeamMarina', 'TeamMarinaSummers']",2022-10-12,01:42:06
528,ate linda is like TABASCO🌶️🔥,2022-10-12 01:41:20+00:00,all i know in my delusional world that the first ever drag race filipina winnuh is THAT girl Marina Summers🔥🥰✨✨✨✨#TeamMarinaSummers #TeamMarina https://t.co/9aCGUm7YrH,,2022-10-12,01:41:20
529,pinned 📸,2022-10-12 01:39:49+00:00,LETS GO MY FILIPINA WINNAH #TeamMarinaSummers https://t.co/6qj2O4EXTA,['TeamMarinaSummers'],2022-10-12,01:39:49
530,Ang Bee 🇩🇴 🏳️‍🌈,2022-10-12 01:39:08+00:00,the whole world moved on but I’m still here with @marinaxsummers #TeamMarinaSummers https://t.co/bOx7fAS5mO,['TeamMarinaSummers'],2022-10-12,01:39:08
531,reneé made CL laugh rip me,2022-10-12 01:28:49+00:00,not me getting emotional over finale day but god i love these two so much and our single braincelled moments. idk i’m just so proud of them i could cry 🥹💕 @eva_lequeen @marinaxsummers  #TeamEvaLeQueen #TeamMarinaSummers #TeamDragPlayhouse #TeamThunderPuke https://t.co/zNPaYAl3sj https://t.co/qfPUloWdZW,,2022-10-12,01:28:49
532,"HELLO, aaaaaaaa",2022-10-12 01:25:59+00:00,finale na pala ng drag race philippines tonight! i'm #TeamMarinaSummers hbu??,['TeamMarinaSummers'],2022-10-12,01:25:59
533,Jangdara,2022-10-12 01:15:44+00:00,"My Filipina Winnah! 
#TeamMarinaSummers
#DragRace 
#DragRacePH
#DragRacePhilippines https://t.co/QtCKSs81Lp","['TeamMarinaSummers', 'DragRace', 'DragRacePH', 'DragRacePhilippines']",2022-10-12,01:15:44
534,Quago,2022-10-12 00:38:25+00:00,"My ranking for tonight's finale✨
1. Marina Summers 👑
2. Eva Le Queen
3. Xilhouete
4. Precious Paula Nicole

#DragRacePH #TeamMarinaSummers","['DragRacePH', 'TeamMarinaSummers']",2022-10-12,00:38:25
535,ED,2022-10-12 00:21:37+00:00,This is it! #DragRacePH FINALE!!!! Who’s excited??? #baddestbitchinthegame #TeamMarinaSummers,"['DragRacePH', 'baddestbitchinthegame', 'TeamMarinaSummers']",2022-10-12,00:21:37
536,Architect Master Plumber Path Carcer,2022-10-12 00:16:26+00:00,Drag Race Philippines Finale today! We want our Filipina Winnah 🇵🇭👑#TeamMarina #TeamMarinaSummers,"['TeamMarina', 'TeamMarinaSummers']",2022-10-12,00:16:26
537,Tito Ampol 🐸,2022-10-12 00:14:19+00:00,"Drag Race PH Finale 🏁🇵🇭
Team Baddest Bitch in the Game! 🤟🏽🤟🏽
#TeamMarinaSummers",['TeamMarinaSummers'],2022-10-12,00:14:19
538,deb ,2022-10-12 00:07:49+00:00,#DragRacePH #TeamMarinaSummers lets gooooo,"['DragRacePH', 'TeamMarinaSummers']",2022-10-12,00:07:49
539,Laorue,2022-10-12 00:04:11+00:00,omg its d-day!!!! #TeamEvaLeQueen #TeamMarinaSummers,"['TeamEvaLeQueen', 'TeamMarinaSummers']",2022-10-12,00:04:11
540,xy #TeamMarinaSummers,2022-10-12 00:01:46+00:00,"Rise and shine because Summers' season is upon us! We are brimming with anicipation for our Filipina winner, @marinaxsummers, as she willl make HERstory by winning the crown as the first ever #DragRacePhilippines superstar!

#TeamMarinaSummers",,2022-10-12,00:01:46
541,Ginang Bang,2022-10-11 23:48:49+00:00,"Day 24 of asking Drag Den Philippines for updates

Anyway #DragRacePH finale later!! #TeamMarinaSummers https://t.co/sy1X02I4cL","['DragRacePH', 'TeamMarinaSummers']",2022-10-11,23:48:49
542,🤡🤡🤡🤡🤡🤡🤡🤡🤡,2022-10-11 23:43:40+00:00,"Since Ep1 Marina and Eva stood out sa akin, as someone who has 0 info about the PH drag scene. 

Throughout the season, I fell in love with them more.

I will be equally ecstatic if one of them wins. 

#TeamMarinaSummers
@marinaxsummers #TeamEvaLeQueen 
@eva_lequeen #DragRacePH",,2022-10-11,23:43:40
543,michan. ☻,2022-10-11 23:37:58+00:00,Let's go! #TeamMarinaSummers #TeamMarina @marinaxsummers,"['TeamMarinaSummers', 'TeamMarina']",2022-10-11,23:37:58
544,Engr. Swarley Summers 🎀,2022-10-11 23:35:02+00:00,"Listening to Pop Up Ate, cause why not? Excited for today's episode. #TeamMarinaSummers 👑💕",['TeamMarinaSummers'],2022-10-11,23:35:02
545,dw¡ght 🏄,2022-10-11 23:34:57+00:00,"Let's go @marinaxsummers 👸

#TeamMarinaSummers 
#TEAMMARINA 

Our Filipino winnah 👑👑","['TeamMarinaSummers', 'TEAMMARINA']",2022-10-11,23:34:57
546,Religion Is Rina (Rig),2022-10-11 23:33:05+00:00,Manifesting na manalo ung baddest bitch in the game 🤘🤙🤘🤙pop off bitch #TeamMarinaSummers https://t.co/Z6ELEqXD9B,['TeamMarinaSummers'],2022-10-11,23:33:05
547,dom,2022-10-11 23:31:06+00:00,marina winning drag race ph #DragRacePH #TeamMarinaSummers https://t.co/ZRUgoKlPM8,"['DragRacePH', 'TeamMarinaSummers']",2022-10-11,23:31:06
548,Drag Race Spoilers Global,2022-10-11 23:29:38+00:00,"If they don't crown Marina it's rigged. Facts are facts. Btw this is my marina inspired design hahaha

#TeamMarinaSummers 
#DragRacePH https://t.co/97NrtKAyEz",,2022-10-11,23:29:38
549,Amir Peters,2022-10-11 23:24:23+00:00,"Today's THE DAY! Bring home the freaking crown, Queens @marinaxsummers @eva_lequeen !
#TeamMarina #TeamMarinaSummers #TeamEva #TeamEvaLeQueen 👑
#DragRacePH #DragRacePhilippines @dragraceph @pochoy_29",['TeamMarina'],2022-10-11,23:24:23
550,ja,2022-10-11 23:23:34+00:00,"our fine fresh fish on a silver platter, black thunder and OUR FILIPINA WINNAH @marinaxsummers ‼️‼️ get that crown, madam! 

#TeamMarina
#TeamMarinaSummers
#DragRacePH https://t.co/5c1ZaikR4N",,2022-10-11,23:23:34
551,𝗝𝗘𝗗𝗗𝗢,2022-10-11 23:20:10+00:00,Tonight is the Finale of #DragRacePH !!! #TeamMarinaSummers,"['DragRacePH', 'TeamMarinaSummers']",2022-10-11,23:20:10
552,JESS 🌸,2022-10-11 23:19:33+00:00,#DragRacePH finale!! #TeamMarinaSummers,"['DragRacePH', 'TeamMarinaSummers']",2022-10-11,23:19:33
553,Lewty,2022-10-11 22:36:32+00:00,#DragRacePH finale day! 👑 #TeamMarinaSummers #TeamPrecious,"['DragRacePH', 'TeamMarinaSummers', 'TeamPrecious']",2022-10-11,22:36:32
554,karlito,2022-10-11 22:35:19+00:00,"drag race finale today 🙈 #TeamMarinaSummers

#DragRacePH #MarinaSummers","['TeamMarinaSummers', 'DragRacePH', 'MarinaSummers']",2022-10-11,22:35:19
555,paul,2022-10-11 22:25:59+00:00,"Today is the day!!! Witness @marinaxsummers in her FINAL BOSS form HAHAHAHA #TeamMarinaSummers 

#DragRacePHFInale #DragRacePH","['TeamMarinaSummers', 'DragRacePHFInale', 'DragRacePH']",2022-10-11,22:25:59
556,𝕯𝖗𝖆𝖌 𝕬𝖊𝖘𝖙𝖍𝖊𝖙𝖎𝖈,2022-10-11 22:13:27+00:00,"#TeamMarinaSummers
2 WINS. 5 HIGHS. NEVER  IN THE BOTTOM 2. SOLID RUNWAYS. ICONIC.
#DragRacePH @marinaxsummers https://t.co/xhoiUxClHA","['TeamMarinaSummers', 'DragRacePH']",2022-10-11,22:13:27
557,Valerie,2022-10-11 22:06:08+00:00,Good morning!! #TeamMarinaSummers #TeamPreciousPaulaNicole #TeamEvaLeQueen ❤️❤️❤️,"['TeamMarinaSummers', 'TeamPreciousPaulaNicole', 'TeamEvaLeQueen']",2022-10-11,22:06:08
558,jovic yee,2022-10-11 22:03:14+00:00,"It’s Wednesday, October 12. All the best to our Filipino winnah @marinaxsummers! You got this gurl! Alam mo yan. 🎉🍾 #TeamMarinaSummers https://t.co/7fgCBnuQvX",,2022-10-11,22:03:14
559,mykyung ⋆｡˚ ☁︎ ˚｡⋆｡ slow dms,2022-10-11 21:59:10+00:00,"DRPH FINALE LATER AND STILL  #TeamMarinaSummers 🫶🏼
 https://t.co/XThQ8LbRwz",['TeamMarinaSummers'],2022-10-11,21:59:10
560,keralia / juan - Marina Summers stan,2022-10-11 21:21:31+00:00,#teammarinasummers FOR THE FUCKING WIIIIIN @marinaxsummers https://t.co/lumldPnySa,['teammarinasummers'],2022-10-11,21:21:31
561,𝖆𝖘𝖍𝖑𝖊𝖞,2022-10-11 21:06:23+00:00,let's go #TeamMarinaSummers #TeamEvaLeQueen #TeamPreciousPaulaNicole!!!,"['TeamMarinaSummers', 'TeamEvaLeQueen', 'TeamPreciousPaulaNicole']",2022-10-11,21:06:23
562,Tæjay (Taylor’s Version),2022-10-11 20:33:32+00:00,Drag Race PH finale later! Let’s Go!!! #TeamMarinaSummers @marinaxsummers https://t.co/53pmukLG8v,['TeamMarinaSummers'],2022-10-11,20:33:32
563,Marina Yumburger,2022-10-11 17:53:41+00:00,"Everyone's wig flew, was snatched, made a mind of it's own, started an army, waged wig wars until  everybody's wig died when this was released #TeamMarinaSummers
https://t.co/6z5T4VsITP",,2022-10-11,17:53:41
564,Carms Domingo,2022-10-11 17:44:46+00:00,@marinaxsummers She looks like a tita trying to read her text messages 😂 #TeamMarinaSummers!!!,['TeamMarinaSummers'],2022-10-11,17:44:46
565,Miss Thing (Mountain) Bae #TeamCheddar #TeamDakota,2022-10-11 17:39:30+00:00,"There's no way @marinaxsummers is gonna lose #DragRacePH #DragRacePhilippines cause miss mawma has been serving us drag excellence like no other this year. Marina is THE glamazon that would also make Carmen and Envy fear on All Winners one day
#TeamMarinaSummers","['DragRacePH', 'DragRacePhilippines']",2022-10-11,17:39:30
566,Marina Yumburger,2022-10-11 17:33:06+00:00,"FUCK IT, IDC IF THIS'LL BE THE THIRD LAYOUT CHANGE THIS WEEK
#TeamMarinaSummers
https://t.co/lh7643GVAh",['TeamMarinaSummers'],2022-10-11,17:33:06
567,James,2022-10-11 16:25:11+00:00,"let it be known, she’s no ordinary animal, SHE’S A FUCKING GLAMAZON! #TeamMarinaSummers",['TeamMarinaSummers'],2022-10-11,16:25:11
568,Leon Bartolome Steele || Overwatch 2 Tank Arc,2022-10-11 16:05:40+00:00,"@AlonaMinami LETS GOOOOO
#TeamMarinaSummers",['TeamMarinaSummers'],2022-10-11,16:05:40
569,neen,2022-10-11 15:35:29+00:00,"#TeamMarinaSummers

CANT WAIT FOR TOMORROW MARINA ILYSM 😭",['TeamMarinaSummers'],2022-10-11,15:35:29
570,MARK DAVID,2022-10-11 15:28:59+00:00,@shidoni @eva_lequeen @marinaxsummers @PreciousPaulaN @xilhouete The baddest bitch in da game!!!! @marinaxsummers #TeamMarinaSummers,['TeamMarinaSummers'],2022-10-11,15:28:59
571,Don,2022-10-11 15:28:51+00:00,#TeamMarinaSummers ❤️❤️❤️ THE BADDEST BITCH IN THE GAME,['TeamMarinaSummers'],2022-10-11,15:28:51
572,Jacob,2022-10-11 15:06:10+00:00,"She wrote it, sang it, manifested and work hard for it 🤩 @marinaxsummers is the filipino winnah of #DragRacePhilippines  #TeamMarinaSummers","['DragRacePhilippines', 'TeamMarinaSummers']",2022-10-11,15:06:10
573,koi,2022-10-11 15:00:07+00:00,"Im no ordinary animal, im a fucking glamazon😝 #TeamMarinaSummers",['TeamMarinaSummers'],2022-10-11,15:00:07
574,✩,2022-10-11 14:57:52+00:00,@marinaxsummers @tarsierrecords congrats madam 🥹 #TeamMarina #TeamMarinaSummers,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,14:57:52
575,ae,2022-10-11 13:54:13+00:00,"From Gay to Pastor. 🙏⛪🛐👼😇
#DragRacePH #DragRacePhilippines #TeamMarinaSummers #TeamEvaLeQueen https://t.co/YzP71cV9KN","['DragRacePH', 'DragRacePhilippines', 'TeamMarinaSummers', 'TeamEvaLeQueen']",2022-10-11,13:54:13
576,❀Marianie❀,2022-10-11 13:53:41+00:00,"Last set of my #DragRacePH stickers!! ✨🏁 I loved brigiding’s journey and precious made me cry so much 😭💕 anyways excited for the finale tomo!!!! 3/3 🧵

#artph #Illustration #procreate #dragrace #teamevalequeen #TeamXilhouete #TeamMarinaSummers #teamprecious https://t.co/3s9Djdjpo1",['DragRacePH'],2022-10-11,13:53:41
577,베야~ ❤️,2022-10-11 13:50:55+00:00,@marinaxsummers #TeamMarinaSummers #TEAMMARINA ALL THE WAYYYYY,"['TeamMarinaSummers', 'TEAMMARINA']",2022-10-11,13:50:55
578,Star Grobelny,2022-10-11 13:47:50+00:00,"@babarchine Bakit parang Kulam to against #TeamMarinaSummers 
Well let me wear my Turkiye Shirt.. choz LOLZ https://t.co/g0w6jkT4xt",['TeamMarinaSummers'],2022-10-11,13:47:50
579,❀Marianie❀,2022-10-11 13:46:32+00:00,"Shantay you stay! 💅✨ it’s the finale of #DragRacePH 🏁 tomo &amp; I’m #TeamEvaLeQueen 👑 but I love the show sm I made art of the other kweenz 💕will sell these as limited stickers soon! 👀 1/3 🧵⬇️

#artph #illustration #procreate #teamxilhoute #teamprecious #teammarinasummers https://t.co/WyLAOsp3X6","['DragRacePH', 'TeamEvaLeQueen']",2022-10-11,13:46:32
580,Hiraya Espinosa,2022-10-11 12:43:52+00:00,Are you #TeamMarinaSummers ?! CAUSE I AM!.. rooting for you my queen @marinaxsummers can't wait to see the finale tmrw!,['TeamMarinaSummers'],2022-10-11,12:43:52
581,Deluxe Summers,2022-10-11 12:41:11+00:00,"Crown her already!!! lavyah queen 🧜🏽‍♀️ @marinaxsummers #TeamMarina
 #TeamMarinaSummers https://t.co/Jwb0o0pyH8","['TeamMarina', 'TeamMarinaSummers']",2022-10-11,12:41:11
582,adrían,2022-10-11 12:36:31+00:00,i’m #TeamMarinaSummers all the way but if precious would slay the lip sync then i’ll be more than happy to crown her tbh,['TeamMarinaSummers'],2022-10-11,12:36:31
583,Marcgarts,2022-10-11 11:51:40+00:00,"Fine fresh fish on a silver platter!
I love you @marinaxsummers Go get that crown!💙🌊

#TeamMarina #TeamMarinaSummers #DragRacePH
#DragRacePhilippines https://t.co/MDnLhQXFW4",['TeamMarina'],2022-10-11,11:51:40
584,Hanseu #ReadingBreakEra,2022-10-11 11:47:21+00:00,"We heard you mga iskolars!! See you tomorrow mga accla 😘❤️ 

#TeamMarinaSummers🌊 https://t.co/tMgLpuMLty",['TeamMarinaSummers'],2022-10-11,11:47:21
585,Midnights🕛 10/21,2022-10-11 11:35:19+00:00,*screams* #TeamMarinaSummers 🥳❤️ https://t.co/aj8VcYNZ1M,['TeamMarinaSummers'],2022-10-11,11:35:19
586,Rex,2022-10-11 10:43:26+00:00,My Filipino winner! 👑 #TeamMarina #TeamMarinaSummers https://t.co/NgihXhlv7K,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,10:43:26
587,Nabi - Jinu🌼Joy🥝Jihoon💎Jackson🔞Onew🐰,2022-10-11 10:19:18+00:00,"@marinaxsummers had it in the bag since day 1

#TeamMarinaSummers #TEAMMARINA","['TeamMarinaSummers', 'TEAMMARINA']",2022-10-11,10:19:18
588,karina summers,2022-10-11 09:34:48+00:00,wanna go to popup tomo for drag race viewing party but it’s too far 😵‍💫😵‍💫 oh well #TeamMarinaSummers tayo dito let’s go house of summers,['TeamMarinaSummers'],2022-10-11,09:34:48
589,thirdÆ💊🧑‍🔬,2022-10-11 09:14:37+00:00,"The filipino VALUES and TALENT seep through all of the queens. I am kust ready to crown a filipina winna!

#TeamMarinaSummers #TeamPreciousPaulaNicole
#TeamEvaLaQueen
#TeamXilohuete https://t.co/hTb0tU3CjG",,2022-10-11,09:14:37
590,✩,2022-10-11 08:28:41+00:00,@marinaxsummers LETS FUCKING GOOOO!!! #TeamMarina #TeamMarinaSummers ‼️,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,08:28:41
591,Impossible Burger,2022-10-11 08:24:56+00:00,#TEAMMARINA #TeamMarinaSummers all the way 🥹💗🫶 https://t.co/C443DDSsXV,"['TEAMMARINA', 'TeamMarinaSummers']",2022-10-11,08:24:56
592,Raine 🌹,2022-10-11 08:04:37+00:00,Okay. Bye for now twitter. I don’t want any #DragRacePH spoilers. #TeamMarinaSummers,"['DragRacePH', 'TeamMarinaSummers']",2022-10-11,08:04:37
593,rachel sabando MD,2022-10-11 07:53:12+00:00,Here comes the sun and our Filipina winnah! ☀️ #TeamMarina #TeamMarinaSummers https://t.co/SHHEfcFzTy,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,07:53:12
594,#TeamMarinaSummers ☀️☀️☀️,2022-10-11 07:30:40+00:00,@discoveryplusPH out here spoiling us who will be our Filipina Winnah! @marinaxsummers 👑👑👑 #TeamMarina #TeamMarinaSummers #DragRacePH https://t.co/s84m8Fo0TK,['TeamMarina'],2022-10-11,07:30:40
595,🍇,2022-10-11 05:45:53+00:00,drph finale tomorrow 😭 #TeamMarinaSummers all the way 🫶🏻,['TeamMarinaSummers'],2022-10-11,05:45:53
596,Will Cheng,2022-10-11 05:36:19+00:00,@marinaxsummers liked my storiezzz #TeamMarina #TeamMarinaSummers #DragRacePh https://t.co/ljDS3ngDwr,"['TeamMarina', 'TeamMarinaSummers', 'DragRacePh']",2022-10-11,05:36:19
597,Amir Peters,2022-10-11 04:46:58+00:00,"Uber excited for tomorrow that I had to do an edit. Bring home the crown, my two queens! @eva_lequeen @marinaxsummers 👑👑👑 #DragRacePH #DragRacePhilippines #TeamMarina #TeamMarinaSummers #TeamEva #TeamEvaLeQueen @dragraceph #ThunderPukeFTW 💪🏼 https://t.co/EeG3F9yge3",,2022-10-11,04:46:58
598,#XiaoZhan Supremacy,2022-10-11 04:02:43+00:00,@marinaxsummers YEESSS QUEEN!!! #TeamMarina #TeamMarinaSummers for the CROWN! Our Filipina Winnah!! ❤️❤️,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,04:02:43
599,Sphenopalatine Ganglioneuralgia,2022-10-11 03:45:08+00:00,"#DragRacePhilippines  #TeamMarinaSummers 

Goodluck sa Exam https://t.co/MfyhQygLBv","['DragRacePhilippines', 'TeamMarinaSummers']",2022-10-11,03:45:08
600,Wax Gibb,2022-10-11 03:40:35+00:00,Let’s F*ckin’ Go!!!! #TEAMMARINA #TeamMarinaSummers #FilipinoWinnah #BeautyInFront #IHaveArrived #FineFreshFishOnASilverPlatter #DragRacePH https://t.co/aol6dkT4Kd https://t.co/shOEnzzP31,"['TEAMMARINA', 'TeamMarinaSummers', 'FilipinoWinnah', 'BeautyInFront', 'IHaveArrived']",2022-10-11,03:40:35
601,tin 👽,2022-10-11 03:10:56+00:00,"Marina’s been delivering so well in the competition and has surprised us with what she can offer. She definitely deserves the crown ✨❤️‍🔥 The baddest bitch in the game so true 💯
#TeamMarina #TeamMarinaSummers https://t.co/dQMKMhdLu8",,2022-10-11,03:10:56
602,benjamin padero,2022-10-11 02:58:24+00:00,"#TeamMarinaSummers #TeamEvaLeQueen 
#DragRacePh 
#DragRacePhilippines 

that's it. that's the tweet.","['TeamMarinaSummers', 'TeamEvaLeQueen', 'DragRacePh', 'DragRacePhilippines']",2022-10-11,02:58:24
603,Mel / Bituin Jobs 🌈,2022-10-11 02:50:44+00:00,@marinaxsummers More Chasing the Sun please ☀️💖 #TeamMarinaSummers,['TeamMarinaSummers'],2022-10-11,02:50:44
604,Jekka AL,2022-10-11 02:39:09+00:00,Yas!!!! #TeamMarina #TeamMarinaSummers fine fresh fish on a silver platter. https://t.co/Dc50SzYTmU,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,02:39:09
605,xy #TeamMarinaSummers,2022-10-11 02:23:28+00:00,"Rain or shine, summer season will come through! @marinaxsummers, you will always be our Filipina winner! #DragRacePH #TeamMarinaSummers https://t.co/Qaf4gYaEYF",,2022-10-11,02:23:28
606,s'aint,2022-10-11 02:15:00+00:00,IF THEY DONT LET MY GIRL WIN IM GONNA GET SO MAD ASFJWMAUDM #TeamMarinaSummers,['TeamMarinaSummers'],2022-10-11,02:15:00
607,(☄️) !!,2022-10-11 02:14:07+00:00,"#TeamMarinaSummers ♡!!

love u so much icon (*＾＾*)// https://t.co/ffukctSzjY",['TeamMarinaSummers'],2022-10-11,02:14:07
608,Jay #TeamMonet,2022-10-11 01:55:25+00:00,@marinaxsummers #TeamMarinaSummers LETS FUCKING GO https://t.co/h4Tvow2QaL,['TeamMarinaSummers'],2022-10-11,01:55:25
609,ًanj,2022-10-11 01:51:07+00:00,#TeamMarinaSummers THE BADDEST BITCH IN THE GAME !!! https://t.co/tR93IPgWlN,['TeamMarinaSummers'],2022-10-11,01:51:07
610,KB,2022-10-11 01:51:05+00:00,#TeamMarinaSummers LATERRR. Can't wait for her to be crowned 🌸✨,['TeamMarinaSummers'],2022-10-11,01:51:05
611,ʳᵒᵇ 👽✨ ᵍᵘᵉˢˢ ʷʰᵒ'ˢ ᵇᵃᶜᵏ ᶦⁿ ᵗʰᵉ ʰᵒᵘˢᵉ,2022-10-11 01:48:14+00:00,"The package literally said, ""I have arrived"". Sobrang bango?? Syet! Perfume reveal. Hay, i luv u. 🥺🫶🏻 #TeamMarinaSummers 👑🌞🌊 @marinaxsummers #DragRacePH https://t.co/MdwtctohWA",,2022-10-11,01:48:14
612,fa-grif-iraf 🌟🦒,2022-10-11 01:40:50+00:00,@dragraceph @marinaxsummers @wowpresentsplus @CraveCanada #TeamMarina #TeamMarinaSummers @marinaxsummers FOR THE WIN BABY!!!!! ❤️❤️❤️,"['TeamMarina', 'TeamMarinaSummers']",2022-10-11,01:40:50
613,it's.camille,2022-10-11 01:38:03+00:00,@marinaxsummers #TeamMarinaSummers for the #win 💜💜,"['TeamMarinaSummers', 'win']",2022-10-11,01:38:03
614,VanTNT,2022-10-11 00:24:39+00:00,I made an artwork because @marinaxsummers deserves one! You go Filipino winnah!!! 🤙 #TeamMarinaSummers https://t.co/MFuqp4nNdC,['TeamMarinaSummers'],2022-10-11,00:24:39
615,yul | EvaRina Stan 💖,2022-10-10 22:59:26+00:00,"May finale viewing party ba sa Eastwood or Cubao area? 🥺👉🏻👈🏻 

#DragRacePhilippines #DragRacePH #TeamEva #TeamEvaLeQueen #TeamMarina #TeamMarinaSummers","['DragRacePhilippines', 'DragRacePH', 'TeamEva']",2022-10-10,22:59:26
616,Transginger,2022-10-10 21:47:42+00:00,I’m still full of emotions about what happened but looking forward tomorrow’s big Ruveal if who will be the First ever Philippines Drag Race Superstar ✨ #TeamPreciousPaulaNicole #TeamEvaLeQueen #TeamMarinaSummers #TeamXilhouete,,2022-10-10,21:47:42
